id,name,description,is_closed,members_count,contacts
62232000,"Цветы, Доставка цветов в Омске, розы - Абари","Абари – это качественные букеты круглосуточно, с доставкой точно в срок.

У нас:
▲ Всегда свежие цветы.
▲ Оперативная работа: доставим букет за 2 часа
▲ Круглосуточное обслуживание.
▲ Бесплатная и бесконтактная доставка.

==============================
Заказывайте по телефону:
☎ +79236712592
☎ WhatsApp: https://abari.ru/l/vkds

В личных сообщениях группы:  https://vk.com/write-62232000

Или на нашем сайте
==============================

☑️ Доставляем зная только номер телефона или по ссылке в любой из социальных сетей!

Предоставим фото с вручения!",0,19699,78002226030
6568136,Цветы в Омске | Доставка Букетов! OmFlor,"Доставка цветов в Омске🍃

Продажа свежих цветов в Омске. Розы, Букеты, Хризантемы, Пионы

Круглосуточно, Курьер",0,19659,
33037981,Цветы у Яблоньки,"Цветы | Доставка | Омск

Создаем стильные композиции из свежих цветов для ваших близких уже 27 лет🤍

«Цветы у Яблоньки» – это: 
– 1.765.916 собранных композиций 
>1.000.000 довольных клиентов
>2.000 образцово оформленных мероприятий
>200 воплощенных ландшафтных дизайнов в реальность

Услуги:
– Сборка букетов и композиций;
– Декор мероприятий и праздничных событий;
– Ландшафтный дизайн, оформление фасадов.

Наши преимущества:
– 211 сортов цветка;
– Поставка цветов 2 раза в неделю;
– Быстрая обработка, сборка и доставка заказов;
– Экзотические и элитные сорта из разных уголков мира.

Для заказа напишите в Личные сообщения или перейдите на сайт по ссылке ниже👇🏻",0,9663,
194262827,Цветы и растения Maxgreenhome,"🌼Креативные букеты и композиции  
🪴Комнатные растения
📍Быстрая доставка в любую точку Казани
🔥Инд. обучение флористике 

Для заказа жми на ссылочку🔽

https://maxgreenhome.taplink.ws/

#цветыКазань #букетыКазань  #комнатныерастенияКазань  #растенияКазань #обучениефлористике",0,8592,79503106883
54818984,Флора Опт ↑ Свежие цветы ↑ Омск,"❣️В команду Флора Опт требуются флористы, помощники флориста и кассиры!
Описание вакансий и анкета для отклика 👉 по ссылке: https://nskfloraopt.ru/vacancies/

Наши магазины в ОМСКЕ: 

📍ул. Дианова, 26/1, тел. 8-958-854-05-23 
(8:00 - 21:00)

📍пр. Мира 10/1, тел. 8-913-616-47-20 (8:00 - 21:00)
 
📍ул. Пушкина 101: (3812) 51‒07‒14 
Круглосуточный

Бесплатная доставка при заказе с сайта от 3000 рублей

ЗАКАЗ: 
🔹на сайте nskfloraopt.ru,
🔹в мобильном приложении Flora Opt
🔹по телефону +7-913-392-03-23
🔹в магазинах сети FloraОПТ

ОПЛАТА: 
- онлайн  на сайте или через выставление онлайн-счета
- наличные курьеру
- в магазине: наличные или картой

❗Мы НЕ принимаем оплаты переводом на карту!
❗❗Отвечаем в комментариях только от лица официальной группы! Остерегайтесь мошенников.",0,8534,
17005106,ФЛОРИСТ Цветы Омск,"Студия современной флористики
Цветы, букеты, доставка.
Курсы и мастер-классы.
Адрес: Лермонтова 20/ Маркса 1, ост Площадь Ленина, магазин Флорист, 
Время работы с 09:00 до 21:00
тел. 8-913-601-42-22, 32-11-70
WhatsApp, Viber, Telegram ->  +7-951-422-62-88",0,7898,89136014222
200591438,Цветы в Омске | Доставка цветов - Ежевика,Доставка цветов по выгодным ценам в Омске. Свежие букеты для Вас!,0,7657,
148243271,ОРИГИНАЛЬНЫЕ ПОДАРКИ | ПОДАРКИ ИЗ КИНДЕРОВ |ОМСК,"ОРИГИНАЛЬНЫЕ ПОДАРКИ. ПОДАРКИ ИЗ КИНДЕРОВ. ОМСК 

Предлагает: 
Подарочные наборы от ❤ 600 руб ❤ 
Порадуйте себя 👩‍💼и своих близких 👨‍👩‍👧‍👦!
Сделайте сюрприз себе, подружке👧 сестре👩 маме, мужу🤵брату👱!

Делаем подарки из киндер - шоколада, киндер - яиц и других сладостей!🍬

Оформляем коробочки с цветами!💐

Оформляем  корзиночки с киндер - подарками и другим наполнением по Вашему желанию!

И ещё очень много разных вариантов подарков!🎁

📝в ЛС  https://vk.com/id31455439

Срок изготовления - от 1 до 3 дней
Возможны срочные заказы за 1 - 2 часа.

Оплата : у нас система предоплаты, 50% от заказа оплачивается сразу, оставшиеся при получении; оплата на карту Сбербанк; если заказ с доставкой оплачивается вся сумма

Наш интернет - магазин работает с
9 до 22 часов
Доставка с 9 до 21 часа по тарифу такси

Если вам нужна доставка после 21 часа, до 23 часов мы отправляем на такси

Самовывоз по адресу Куйбышева 27/6

По почте отправляем

Вы можете заказать подарок из другого города или страны🌍, оплатив заказ по карте!💳
Это очень удобно! 👍
Вы радуете своих близких, находясь далеко от них!🤗

Доставка в районы области происходит по тарифу такси.

РЕКЛАМА В ГРУППЕ - ПЛАТНАЯ!
На 4 дня - 200 руб.

#киндерподаркиОмск #киндерсюрприз #kinderшоколад #корзиныизкиндеровОмск #kinderподарки #подаркиизкиндеров #Омск #подаркиОмск #букетыизцветов #букетыизфруктов #подарочныекоробочки",0,7542,8-908-109-0653
73695970,marmelad - цветы доставка,"MARMELAD flowers&decor

Цветочный сервис MARMELAD это цветочный, который вы давно искали - авторская флористика, необычные букеты, высокий сервис, стильное оформление и только свежие цветы, которые поступают в салон каждые 2-3 дня

Вот уже больше 10 лет мы предлагаем высокий сервис доставки цветов:
-только свежие цветы по выгодным ценам
-большой выбор необычных цветов (пионовидные розы, гортензии, ранункулюс, гипсофила и др)
-легкая система заказа через сайт или WhatsApp
-бесплатная доставка при заказе от 3000р

_______________________________
*цветочный стиль как философия",0,7201,+7(962)038-03-98; 79230484068
35218226,Браслеты из натуральных камней ♥ICE CREAM SHOP♥,"icecream-shop.ru - интернет-магазин бижутерии и аксессуаров, проект созданный молодыми, веселыми, модными и смелыми дизайнерами, любящими украшения и желающими поделиться с миром своими идеями о прекрасном. Поняв, что очень сложно найди именно тот аксессуар, который ты хочешь, они решили создавать браслеты и украшения для себя самостоятельно, вызвав большой интерес среди своих друзей и, в последствии, приняв решение делиться своим творчеством с Вами.

Интернет-магазин ICE CREAM SHOP - это онлайн бутик, где представлены украшения, авторского дизайна исключительно из натуральных камней и где каждое изделие выпускается ограниченной серией. Наши браслеты станут настоящим бриллиантом в гардеробе любой модницы! Кроме того, если вы ищите идеальный подарок для подруги или любимой девушки, здесь вы сможете не ограничивать полет вашей фантазии, подбирая любые комбинации, цвета и материала для создания различных комбинаций браслетов.

А так же браслеты Shamballa, которые подходят не только девушкам, но и парням. Хотелось бы отметить, что у нас Вы можете купить только качественную продукцию, каждый товар проходят проверку на качество. Браслеты Shamballa соответствую качеству, и сильно отличаются от дешевых подделок которые вы могли бы замечать в других магазинах, советуем обратить на это внимание. У нас Вы можете купить только качественные браслеты Shamballa.

Для создания украшений используются натуральные камни со всего света, каждый камень способен рассказать целую историю, стать Вашим помощником, защитником и талисманом. Узнать больше о свойствах камней Вы сможете на страничке каждого браслета. У нас Вы можете купить браслеты из натуральных камней ручной работы из агата, авантюринa, аквамарина, аметиста, бирюзы, варисцита, гематита, граната, говлита, змеевика, кварца, коралла, кошачего глаза, лавы, лазурита, лунного каменя, малахита, нефрита, обсидиана, розового кварца, тигрового глаза (кошачий, бычий, соколиный), турмалина, хризолита, хризопраза, чароита, шунгита, яшмы.",0,7078,
103009064,"Сладкая Лавка |  Шоколад, мармелад, орехи - Омск","😇 Здравствуйте, Вы попали в магазин 
«ЭКСКЛЮЗИВНЫХ европейских сладостей» 

Система лояльности поторопись - https://vk.cc/ci7t4e 

Каждый найдет сладость по душе 😉 
🎁 Поможем подобрать оригинальный вкусный подарок. 
Цветы 🌸 это конечно красиво. Сладости вкусно и оригинально 😇

🔥 У Вас скоро День Рождение? Напишите сообщение ВК ""хочу промокод"". Заберите свою сладкую скидку на любую покупку. 
vk.me/europeansweets55 👈 писать сюда

🎁 Оригинальные индивидуальные подарки 
🍫 Скидки постоянным клиентам
😃 Огромный выбор сладостей
🚀 Удобное расположение 
✈ Доставка по всей России

Сделать заказ или задать вопрос: vk.me/europeansweets55 👈
Или по телефону 8 (951) 412-71-22

Адреса в Омске:
📍 ТЦ ""Триумф"" Березовского 19, 1ый этаж 
📍 ТЦ ""Европа"" Пр. Мира 42к1, цоколь
📍 ТЦ «Каскад», 1ый этаж",0,7061,+7-951-412-71-22; 79514127122
123212199,Аделина Мебель | Диваны и Столы,"Мебельная фабрика «Аделина» производит мебель в Омске уже более 20 лет. Только лучшее качество по доступным ценам!

Все наши диваны предназначены для ежедневного использования и комфортного сна! 😌 (Надежные и долговечные механизмы, выдерживают большие нагрузки)

🔸Широкой модельный ряд В НАЛИЧИИ!
🔸Любую нашу модель возможно исполнить на заказ, изменив цвет, ткань, габариты, подлокотники и т.д. (Срок изготовления до 20 дней!)
🔸Большой выбор расцветок и тканей!
🔸Гарантия на всю мебель 12 месяцев! 

Также в наличии представлены обеденные столы и стулья по самым низким ценам в Омске!💯

С нами Ваша жизнь наполнится комфортом! ❤️

Посмотреть ассортимент, оформить заказ можно по адресу: ул. 1-я Казахстанская 1, к1,

График работы магазина:
Будние дни с 10 до 18:30
Суббота с 10 до 17:00
Воскресенье выходной.

На месте всегда продавец-консультант, который поможет с правильным выбором!👌

Диваны, Мебель, столы стулья",0,6957,
155743907,Цветы в Омске - Flo.Rista. Доставка,"💐БУКЕТНАЯ МАСТЕРСКАЯ «Flo.rista»

Наши преимущества:
• Всегда свежие цветы 🌺
• Букеты и композиции на Ваш вкус 🌷
• Быстрая доставка 🚀
• Фото перед отправкой 📸
• Внимательные флористы ❗
• Онлайн заказ и оплата ✌🏻

Время работы: с 09:00 - 21:00
📞 WhatsApp, 8-908-795-15-42
                           8-908-803-19-12",0,6793,79088031912
115825706,"Бери Дари, интернет-магазин подарков и эмоций","Всегда у всех в жизни наступает такой момент, когда мы хотим сделать что приятное в виду небольшого презента и подарка, доставив радость, улыбку и приятное воспоминание о вас и нашей помощи для вас.
Наш интернет-магазин работает в Омске и доставляет заказы на дальние города.
У нас, вы найдете хорошее предложение и интересный выбор , по приемлемым ценам и хорошему качеству выбора для каждого:
-Медведи из роз  | Цветы из мыла 
-Торты из киндерови и сладкие наборы | Съедобные букеты 
-А так же, много других приятных и интересных предложений 
_______________________________________________

Для того , чтобы определиться с заказом и подобрать для себя подходящий товар и выбрать интересующее вам предложение 
Вы может связаться с нами и мы вам всегда ответим и поможем с выбором 
Основатель бренда - Евгений
https://vk.com/bragin1998
bd55.ru@yandex.ru
8 900 673-97-10 звонить с 10:00-20:00 и писать на ВатСап
Помощник по работе с клиентами - Ильяс
https://vk.com/bagautdinofizksb
bagautdinofsmmksb@gmail.com
8 983 621-62-42 звонить с 9:00-21:00 и писать на ВатСап
Будем рады нашему знакомству и помощи в нахождении улыбки и радости ваших:друзей,знакомых и близки",0,6765,79006739710
51960125,ДОН ПИОН Букеты • Цветы • Шары доставка Омск,"Дарим скидку 10% на первый заказ от 2500 рублей по промокоду  «ДОН ПИОН»🔥

6 год с вами на каждом празднике
🪻свежие цветы
а ещё шары, открытки, мягкие игрушки 

Под ваш бюджет и запрос наши профессиональные флористы создадут 
букет или подберут из наличия на любое событие.

Отправляем фото букета для согласования после сборки, чтобы его можно было скорректировать (по запросу).

Дополнительно в студии вы можете приобрести:

• Гелиевые шарики
• Мягкие игрушки
• Открытки
• Упаковку вашего подарка

🕘 студия 9:00-20:30
ул. Ватутина, 29

Как оформить заказ👇🏻
Для заказа пишите в direct или звоните:
📞79-59-28
📲 8-913-988-59-28

Доставка по городу - 300 ₽
Бережно доставим ваши букеты в течении 
2 часов🚕

❗️скидки и акции не суммируются и отменяются в период особой загруженности (день Матери, 8 марта, 14 февраля, 1 сентября и день перед праздником)",0,6710,
50516319,Цветы в Омске | Доставка цветов 24/7 | Незабудка,"Наш адрес: ул. Перелёта, 22 к1. Незабудка — цветочная мастерская в Омске с круглосуточным сервисом оперативной доставки. Наша цель — доставить улыбку и радость в каждом букете. Наши флористы учтут все ваши пожелания, ответят на все интересующие вопросы и соберут для вас очаровательные, ароматные и просто милые букеты любой сложности и в кратчайшие сроки. Мы вкладываем в букет частичку нашей души, а значит он получится уникальным, неповторимым и невообразимо красивым. Такой букет Вы не забудете!

Хотите купить цветы или заказать букет с доставкой курьером на дом в Омске? У нас Вы всегда найдёте: свежие цветы, букеты и композиции из них, букет невесты, игрушки из цветов, рождественские композиции и гелиевые шары.

Внимание!!! Прием заказов на доставку осуществляется в рабочие часы магазина с 9-21

Доставка цветов, букетов и композиций из цветов, гелиевых шаров в Омске 24/7 за 350₽ Доставка в праздничные дни 400₽",0,6609,
218172515,DUB APPARELS,"DUB — бренд одежды для молодых людей, которые любят жизнь и получают от нее удовольствие. DUB создает новый городской стиль, дающий полную свободу выбора, вне стереотипов, шаблонов и правил. Свободные силуэты, оригинальные принты и актуальные цвета — все это DUB.

Почувствуй наш вайб. Присоединяйся к нашему комьюнити #dubapparels

Найди ближайший магазин в своем городе: https://www.dubapparels.com/stores

DUB теперь в Telegram:
https://t.me/dubapparels

Присоединяйся к команде DUB: 
https://hh.ru/employer/20327",0,6606,78006009083
43448916,"Цветы, Розы в Омске Купить и Доставка 50-50-94","СТАРАЯ группа. Пожалуйста переходите в новую  https://vk.com/buketik55

ЦЕНЫ - http://buketik55.ru/ceny/
Центр - 50-50-94 - Ильинская, 17
Круглосуточно -  Лермонтова 21а,  34-34-73

""Бесплатная доставка от 1500р. днем с 9:00 до 19:00"" (за исключением праздников)",0,6208,79509599135
96043554,Цветы Омск. Букеты-гиганты Vasilek,"БУКЕТЫ-ГИГАНТЫ.
Первые в Омске основатели шикарных букетов-гигантов
❗️ Заказы принимаем через What’s App
📲 89006714909

*Фото перед отправкой
*Доставка по городу 300 руб",0,6193,
112329140,"Цветы в Омске ""ЛеаФлор"" Доставка цветов в Омске.","Букеты и цветы от Леа Флор – это отличное решение для тех, кто ценит свое время и для кого важно качество и красота букета.

🌿 Всегда свежие и стильные букеты 
🚗 Оперативная доставка цветов
💐👰 Свадебная флористика
🎁 Подарки
🎊🌺 Оформление мероприятий
📋Для заказа доставки цветов звоните по тел. 8 (3812) 99-29-82
💻 Пишите в ВК: vk.me/leaflor
🏦 г. Омск, ул. Ленина д.20 и 10 лет Октября ул. 113
📅 Работаем КРУГЛОСУТОЧНО",0,6176,79236900481
68908154,Совместные покупки в Омске | ГородСП55,"ВНИМАНИЕ!!!
Все заказы принимаются только через сайт gorodsp55.com остерегайтесь мошенников!

Приветствуем Вас!
Здесь обычные покупатели объединяются для приобретения товаров оптом у прямых поставщиков.
Так просто экономить свой бюджет, покупая одежду, обувь и другие товары для всей семьи по оптовым ценам!

ЧТО ТАКОЕ СОВМЕСТНЫЕ ЗаКУПКИ?
В лексиконе людей часто можно услышать фразу «Я покупаю в СП…». СП – это сокращенное название Совместных Покупок, ставших популярными в последнее время. Люди объединяются, выбирают интересующий их товар, собирают деньги на его приобретение, делают заказ в фирму, оплачивают счет или выкупают за наличный расчет свой заказ и делят между собой то, что заказали.

Схема очень проста, и в то же время интересна для простых покупателей, поскольку некоторые товары доступны к покупке только оптом, либо выгодны для заказа в больших количествах, нежели по одному. Тот факт, что при оптовой закупке товар обходится в несколько раз дешевле, очевиден. 

Другой причиной для совместной покупки может быть также стоимости доставки. Например, заказывая вещь из интернет-магазина, можно столкнуться с тем, что оплата доставки фиксирована или имеет минимум, независимо от того, сколько стоит и весит сама вещь, как результат доставка может стоить больше самого заказа или составлять не менее 2/3 ее стоимости. Получается, что надо искать компаньона по покупке, а может, и не одного.

Что покупают через СП
Чаще всего товарами, приобретаемыми совместно, становятся одежда и обувь известных марок. При этом более популярны детские одежда и обувь, ведь на детей проще подобрать вещи без примерки, кроме того - можно купить вещь на вырост. Очень удобно покупать через совместные покупки игрушки и другие товары для детей. Помимо этого через совместные закупки приобретают кожгалантерею, косметику, кухонную утварь, текстиль для дома, мебель и даже продукты питания.

Конечно, у совместных покупок есть не только плюсы, но и минусы.
Вы не сможете примерить вещь, которую хотите купить или детально рассмотреть товар. Самый существенный недостаток заключается в том, что при оптовой закупке поставщик оставляет за собой право предоставить товар, отличающийся по цветам и размерам (пересорт). Такая ситуация иногда встречается.

Поэтому, необходимо взвесить все плюсы и минусы, прежде чем принимать решение участвовать в совместных покупках.",0,5709,
